,specs,numerator,denominator
1997,1.9462185402166294,0.11547747188770838,0.05933427798650753
1998,1.888365677054683,0.11681304531009448,0.06185933515392518
1999,1.8510352699786268,0.11782847992491348,0.06365544829746761
2000,1.7928689021224187,0.1185234396663736,0.06610825784644053
2001,1.6820816474242497,0.11393802489040838,0.06773632246976848
2002,1.6535189299989497,0.11277330708032783,0.06820200545293997
2003,1.6159721978594699,0.114950805894223,0.07113414825235718
2004,1.585918840722108,0.1166210255272884,0.07353530491773964
2005,1.5373762866566119,0.11870033362887177,0.07720968162388774
2006,1.6839632044984565,0.11701861936916096,0.06949000967275483
2007,1.6243289344104304,0.11475615248148571,0.07064834594178908
2008,1.5808240894506131,0.11149406805256225,0.07052907960892094
2009,1.5666856676196175,0.10459490712769737,0.0667618969710856
2010,1.5691066612263773,0.10645772224197488,0.06784607118981319
2011,1.4938376199638732,0.10372432144872518,0.06943480339665943
2012,1.475711540586932,0.10491668392085231,0.07109565862656599
2013,1.41806581318547,0.103141027381544,0.07273359700411458
2014,1.3606571374742873,0.10374207602310283,0.07624409791850541
2015,1.3377005385065708,0.10532168147191727,0.07873337749381487
2016,1.350225904102424,0.10988839446827882,0.08138519201446384
2017,1.2990984915837194,0.1084255587691057,0.0834621543105058
